Store Number,Store Name,Address,City,Longitude,Latitude
6572-64759,Bouquet Canyon & Newhall Ranch,"26441 Bouquet Canyon Road, A4 Santa Clarita CA",Santa Clarita,-118.54,34.43
20227-204225,Golden Valley & Soledad Canyon,"26585 Golden Valley Road, Orchard Village Plaza Santa Clarita CA",Santa Clarita,-118.5,34.42
5789-18760,Lyons & Orchard Village,"24802-A Orchard Village Road, Highridge Center Santa Clarita CA",Santa Clarita,-118.54,34.38
6760-78102,Copper Hill & Newhall Ranch,28160 Newhall Ranch Rd. Santa Clarita CA,Santa Clarita,-118.57,34.44
70331-90574,Target Santa Clarita T-2030,"19105 Golden Valley Rd, Westridge Village Center Santa Clarita CA",Santa Clarita,-118.42,34.45
6693-75040,Valencia & The Old Road,"26802 The Old Road, Riverview Santa Clarita CA",Santa Clarita,-118.58,34.41
6711-40579,Via Princessa & Sierra Highway,26925 Sierra Highway Santa Clarita CA,Santa Clarita,-118.47,34.41
26673-244864,E Cliff & Portola,21620 E. Cliff Drive Santa Cruz CA,Santa Cruz,-121.99,36.96
5241-371,Pacific Ave Santa Cruz,1335 Pacific Avenue Santa Cruz CA,Santa Cruz,-122.03,36.97
3781-140185,Safeway - Santa Cruz #2607,2203 Mission St Santa Cruz CA,Santa Cruz,-122.05,36.96
24168-231371,Washington & Norwalk,7930 Norwalk Blvd Santa Fe Springs CA,Santa Fe Springs,-118.07,33.97
9327-96152,Valley View & Alondra,"15905 Valley View Avenue, Santa Fe Springs Mall Santa Fe Springs CA",Santa Fe Springs,-118.03,33.89
6613-68460,Carmenita & Telegraph,"13352 E. Telegraph Road, Golden Springs Center Santa Fe Springs CA",Santa Fe Springs,-118.05,33.94
6518-64461,Imperial & Carmenita,13248 Imperial Highway Santa Fe Springs CA,Santa Fe Springs,-118.05,33.92
24287-231369,Telegraph & Orr and Day,11570 East Telegraph Rd Santa Fe Springs CA,Santa Fe Springs,-118.09,33.95
73649-84483,Albertsons-Santa Maria #6348,2320 S Broadway Santa Maria CA,Santa Maria,-120.43,34.92
6934-89144,"Broadway & Stowell, Santa Maria","1419 S. Broadway Street, A Santa Maria CA",Santa Maria,-120.44,34.94
25042-239406,Broadway & Grant,1737 N. Broadway Santa Maria CA,Santa Maria,-120.44,34.97
5917-219125,S. Broadway and E. McCoy,"2430 S. Broadway, Suite A Santa Maria CA",Santa Maria,-120.44,34.92
24592-235446,Target Santa Maria T-309,223 E Betteravia Rd Santa Maria CA,Santa Maria,-120.43,34.92
10185-99739,"Betteravia & College, Santa Maria","530 E. Betteravia Road, Suite C Santa Maria CA",Santa Maria,-120.43,34.92
6997-88002,US 101 & E Main,1201 E. Main Street Santa Maria CA,Santa Maria,-120.42,34.95
5493-1376,Ocean Park & 29th,2901 Ocean Park Blvd. Santa Monica CA,Santa Monica,-118.45,34.02
17403-162764,Broadway & Lincoln,"1447 Lincoln Blvd., 104 Santa Monica CA",Santa Monica,-118.49,34.02
5667-2401,Lincoln & Marine,3020 Lincoln Blvd Santa Monica CA,Santa Monica,-118.47,34.0
19895-184244,Wilshire & 11th,1030 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.49,34.02
529-473,7th & Montana,701 Montana Avenue Santa Monica CA,Santa Monica,-118.5,34.03
647-365,Wilshire & 26th,2525 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.48,34.04
74799-98878,Vons-Santa Monica #2002,1311 Wilshire Blvd Santa Monica CA,Santa Monica,-118.49,34.03
74781-98357,Vons-Santa Monica #2262,710 Broadway Santa Monica CA,Santa Monica,-118.49,34.02
574-296,15th & Montana,"1426 Montana Avenue, #4, Restaurants at the Arboretum Villas Santa Monica CA",Santa Monica,-118.49,34.03
5826-5897,Colorado & Cloverfield,"2200 Colorado Blvd., 101 Santa Monica CA",Santa Monica,-118.47,34.03
7975-95815,Santa Monica & 26th,2461-A Santa Monica Blvd Santa Monica CA,Santa Monica,-118.48,34.03
79544-104485,Vons - Santa Monica #2231,"820 Montana Avenue, Third Street Promenade Santa Monica CA",Santa Monica,-118.5,34.03
6861-83040,3rd & Santa Monica-3rd St Promenade,1356 Third Street Promenade Santa Monica CA,Santa Monica,-118.5,34.02
25579-237064,Santa Monica Place Mall - East Wing,395 Santa Monica Place Santa Monica CA,Santa Monica,-118.49,34.01
23517-218564,Pico & Stewart,2727 Pico Blvd. Santa Monica CA,Santa Monica,-118.46,34.02
21893-205864,Bristol Farms - Santa Monica,3105 Wilshire Blvd Santa Monica CA,Santa Monica,-118.47,34.04
22065-217151,Lincoln & Pico,1900 Lincoln Blvd Santa Monica CA,Santa Monica,-118.48,34.01
22382-220265,Olympic & Main,"1705 Ocean Ave., Unit C Santa Monica CA",Santa Monica,-118.49,34.01
506-449,Main & Hill,2671 Main Street Santa Monica CA,Santa Monica,-118.48,34.0
18380-179545,Ralphs Santa Monica #292,1644 Cloverfield Blvd Santa Monica CA,Santa Monica,-118.47,34.03
654-329,3rd & Wilshire (Barnes & Noble),308 Wilshire Blvd. Santa Monica CA,Santa Monica,-118.5,34.02
22257-196805,Palm & Harvard,310 South Palm Street Santa Paula CA,Santa Paula,-119.07,34.35
74886-100489,Vons - Santa Paula 2434,576 W Main St Santa Paula CA,Santa Paula,-119.08,34.34
76425-97418,Target Santa Rosa T-937,1980 Santa Rosa Ave Santa Rosa CA,Santa Rosa,-122.71,38.42
3456-86220,Hopper & Cleveland,860 Hopper Avenue Santa Rosa CA,Santa Rosa,-122.74,38.48
48753-251217,Epicenter,3215 COFFEY LANE SANTA ROSA CA,SANTA ROSA,-122.75,38.47
5778-15253,Hwy 12 & Mission,"4575 Sonoma Hwy, Bldg A, Raley's Fulton Marketplace Santa Rosa CA",Santa Rosa,-122.67,38.46
13227-106975,Fulton & Guerneville,"2547 Guerneville Rd, 501, Farmers Lane Center Santa Rosa CA",Santa Rosa,-122.77,38.45
5849-27427,Farmer's Lane & Highway 12,1511 Farmer's Lane Santa Rosa CA,Santa Rosa,-122.69,38.43
13463-105317,Airport & Aviation,269 Aviation Blvd. Santa Rosa CA,Santa Rosa,-122.78,38.51
74855-73627,Safeway - Santa Rosa #713,100 Calistoga Rd Santa Rosa CA,Santa Rosa,-122.65,38.47
74409-82477,Safeway-Santa Rosa #1576,2210 Mendocino Ave Santa Rosa CA,Santa Rosa,-122.72,38.46
19815-197110,Coddingtown Mall,"358 Coddingtown Center, Bennet Valley Shopping Center Santa Rosa CA",Santa Rosa,-122.73,38.46
3470-93614,Yulupa & Bethards,"2755 Yulupa Avenue, Mendocino Marketplace Santa Rosa CA",Santa Rosa,-122.67,38.43
2843-73243,Mendocino & Steele - Santa Rosa,"2240 Mendocino Avenue, C7, Santa Rosa Plaza Santa Rosa CA",Santa Rosa,-122.72,38.46
28457-250032,Teavana - Santa Rosa Plaza,"1071 Santa Rosa Plaza, #1021A Santa Rosa CA",Santa Rosa,-122.72,38.44
74949-101845,Safeway - Santa Rosa #956,1799 Marlow Road Santa Rosa CA,Santa Rosa,-122.75,38.45
640-357,4th & D Santa Rosa,200 D Street Santa Rosa CA,Santa Rosa,-122.71,38.44
21582-210186,Target Santa Rosa T-2804,950 Coddingtown Ctr Santa Rosa CA,Santa Rosa,-122.76,38.44
74171-24531,Safeway-Santa Rosa #1562,"2751 Fourth St, Bellevue Commons Santa Rosa CA",Santa Rosa,-122.69,38.45
6764-79423,Stony Point & Yuba - Santa Rosa,2780 Stony Point Road Santa Rosa CA,Santa Rosa,-122.74,38.41
11337-104551,Santa Rosa & Yolanda,"2688 Santa Rosa Ave, 707-546 Santa Rosa CA",Santa Rosa,-122.71,38.41
9749-95869,Stony Point & Sebastopol,"760 Stony Point Road, 101, Santa Rosa Marketplace Santa Rosa CA",Santa Rosa,-122.74,38.43
632-380,Santa Rosa & Santa Rosa Marketplace,2200 Santa Rosa Avenue Santa Rosa CA,Santa Rosa,-122.71,38.42
6789-80880,Santa Rosa Plaza,"1071 Santa Rosa Plaza, 1015, Santee Trolley Santa Rosa CA",Santa Rosa,-122.72,38.44
6636-63839,"Cuyamaca & Mission Gorge, Santee","9868 Mission Gorge Road, B Santee CA",Santee,-116.98,32.84
14489-120945,Mission Gorge & Carlton Hills,"9325 Mission Gorge Road, #101 Santee CA",Santee,-116.99,32.84
26331-244067,Magnolia & Rockville,8870 North Magnolia Avenue Santee CA,Santee,-116.97,32.84
5912-33779,"Magnolia & Mast, Santee","9802 N. Magnolia Avenue, Suite 5 Santee CA",Santee,-116.97,32.86
74619-90569,Vons-Santee #1897,9643 Mission Gorge Rd Santee CA,Santee,-116.99,32.84
10253-100062,Saratoga & Big Basin,"14410 Big Basin Way, Unit D Saratoga CA",Saratoga,-122.03,37.26
17714-155684,Quito Village,18764 Cox Avenue Saratoga CA,Saratoga,-122.0,37.28
5417-1064,Argonaut - Saratoga,12960 Saratoga-Sunnyvale Rd Saratoga CA,Saratoga,-122.03,37.28
79742-133465,Safeway - Saratoga #919,12876 Saratoga-Sunnyvale Saratoga CA,Saratoga,-122.03,37.28
47586-258975,VONS - Saugus #3325,26518 Boquet Canyon Road Saugus CA,Saugus,-118.54,34.43
73603-80601,Albertsons - Santa Clarit #6360,27631 W Bouquet Canyon Rd Saugus CA,Saugus,-118.51,34.44
10144-98951,Bouquet Canyon & Haskell Canyon,27667 Bouquet Canyon Road Saugus CA,Saugus,-118.51,34.44
606-321,Sausalito,"14-16 Princess Street, Marin Gateway Retail Center Sausalito CA",Sausalito,-122.48,37.86
9324-96177,Donahue & Hwy 101,"190 Donahue St, A, Graham Plaza Sausalito CA",Sausalito,-122.51,37.87
5905-33879,Mt Herman & Springs Lake,"219 Mt Herman Rd, Ste B Scotts Valley CA",Scotts Valley,-122.03,37.04
9261-95920,Hwy 17 & Scotts Valley,"5600 Scotts Valley Drive, A & B Scotts Valley CA",Scotts Valley,-122.01,37.06
74794-99745,Safeway - Scotts Valley #300,253 Mount Hermon Rd Scotts Valley CA,Scotts Valley,-122.03,37.05
29836-255024,Target Seal Beach T-1328,"12300 Seal Beach, Old Ranch Town Center Seal Beach CA",Seal Beach,-118.07,33.78
5961-15935,Seal Beach Blvd. & St. Cloud,"12430 Seal Beach Blvd, #G, Pacific Getaway Plaza Seal Beach CA",Seal Beach,-118.07,33.78
13748-107954,Seal Beach & Westminster,"2311 Seal Beach Blvd, Suite 101 Seal Beach CA",Seal Beach,-118.08,33.76
79741-126993,Von's-Seal Beach #2803,1101 Pacific Coast Highway Seal Beach CA,Seal Beach,-118.1,33.74
49343-267857,Ralphs - Seal Beach #604,12470 Seal Beach Blvd SEAL BEACH CA,SEAL BEACH,-118.07,33.78
16762-127505,CSU Monterey Bay,100 Campus Center Bldg 14 Seaside CA,Seaside,-121.79,36.65
9869-93945,Canyon Del Rey & Del Monte,1504 Canyon Del Rey Seaside CA,Seaside,-121.86,36.61
10548-101485,Gravenstein & Redwood,962 Gravenstein Hwy S Sebastopol CA,Sebastopol,-122.82,38.39
74201-27650,Safeway-Sebastopol #933,406 N. Main St. Sebastopol CA,Sebastopol,-122.83,38.4
29382-253251,Floral & Hwy 99,"3120 Floral Ave, Suite #100 Selma CA",Selma,-119.63,36.58
5777-16654,Ventura & Allot,"13535 Ventura Blvd., Sherman Oaks Galleria Sherman Oaks CA",Sherman Oaks,-118.43,34.15
5815-8729,Sepulveda & Ventura,"15301 Ventura Blvd, Ste P11, Fashion Square Mall Sherman Oaks CA",Sherman Oaks,-118.47,34.16
18356-188205,Westfield Fashion Square - Level 1,14006 Riverside Drive #24C Sherman Oaks CA,Sherman Oaks,-118.44,34.16
19837-171185,Ralphs-Sherman Oaks #222,"14049 Ventura Blvd, Riverside Knolls Shopping Center Sherman Oaks CA",Sherman Oaks,-118.44,34.15
5996-52599,Riverside & Fulton,"13351 Riverside Dr, Suite ""A"" Sherman Oaks CA",Sherman Oaks,-118.42,34.16
548-491,Ventura & Cedros,"14622 Ventura Blvd., Suite 116 Sherman Oaks CA",Sherman Oaks,-118.45,34.15
5552-796,Ventura & Noble,"15030 Ventura Blvd., 1-A Sherman Oaks CA",Sherman Oaks,-118.46,34.15
5266-693,Sierra Madre,1 Kersting Court Sierra Madre CA,Sierra Madre,-118.05,34.16
23315-218444,Spring & California,"999 Spring Street, Town Center West Shopping Center Signal Hill CA",Signal Hill,-118.18,33.81
5787-10754,Willow & Cherry,"1788 E. Willow Street, A Signal Hill CA",Signal Hill,-118.17,33.8
6609-246705,Cochran and Galena,2991 Cochran Street Simi Valley CA,Simi Valley,-118.74,34.28
74872-96289,Vons-Simi Valley #2047,"5805 E Los Angeles Ave, Mountaingate Plaza Simi Valley CA",Simi Valley,-118.68,34.27
2887-86482,Los Angeles & 1st,"1197 E. Los Angeles Avenue, A Simi Valley CA",Simi Valley,-118.78,34.27
74669-95992,Vons-Simi Valley #2692,2938 Tapo Canyon Road Simi Valley CA,Simi Valley,-118.72,34.29
73207-21482,Albertsons-Simi Valley #6393,1268 Madera Road Simi Valley CA,Simi Valley,-118.79,34.26
9744-98033,Wood Ranch & Country Club,"575 Country Club Drive, A Simi Valley CA",Simi Valley,-118.81,34.25
9075-151165,Target Simi Valley West T-2462,51 East Tierra Rejada Rd Simi Valley CA,Simi Valley,-118.8,34.27
27481-247624,Hwy 118 and First,1581 Simi Town Center Way Simi Valley CA,Simi Valley,-118.77,34.28
74521-27672,Vons-Simi Valley #2501,1855 E. Cochran St. Simi Valley CA,Simi Valley,-118.76,34.28
5554-1823,Tapo Canyon & Alamo,"2679 Tapo Canyon Rd, Lomas Santa Fe Towne Centre East Simi Valley CA",Simi Valley,-118.72,34.28
6860-82126,"Lomas Santa Fe & I-5, Solana Beach","937 Lomas Santa Fe Drive, D Solana Beach CA",Solana Beach,-117.25,33.0
5679-1997,Solana Beach Towne Center,"691 Lomas Santa Fe, Ste A, Soledad Mission Shopping Center Solana Beach CA",Solana Beach,-117.26,33.0
6799-81361,Front & 4th Street,3070 H DeLaRosa Sr. Street Soledad CA,Soledad,-121.32,36.42
79636-107003,Safeway - Sonoma #911,477 W Napa Sonoma CA,Sonoma,-122.47,38.29
3471-94127,Sonoma & Verano,19239 Sonoma Highway Sonoma CA,Sonoma,-122.48,38.3
3499-129845,Safeway-Sonora #3127,1291 Sanguinettie Rd Sonora CA,Sonora,-120.37,37.97
11601-103746,The Junction,"13761 Mono Way, A, Sonora Crossroads Sonora CA",Sonora,-120.34,37.97
6439-48199,Sonora Crossroads - Sonora,133 Old Wards Ferry Road Sonora CA,Sonora,-120.37,37.97
74951-101849,Safeway - Soquel #1929,2720 41st Ave Soquel CA,Soquel,-121.96,36.99
10669-100788,41st & Soquel,"2740 41st Street, 100 Soquel CA",Soquel,-121.96,36.99
79760-108476,Vons - South Corona #2818,11800 De Palma Road SOUTH CORONA CA,SOUTH CORONA,-117.45,33.75
27215-245385,Durfee & Thienes,"11331 Thienes Avenue, Suite A South El Monte CA",South El Monte,-118.03,34.04
3973-146285,Target South Gate T-190,"5700 Firestone Blvd, Town Center at Lake Tahoe South Gate CA",South Gate,-118.17,33.95
6991-86062,Heavenly South Lake Tahoe,"4000 S LAKE TAHOE BLVD, 24 South Lake Tahoe CA",South Lake Tahoe,-119.94,38.95
21756-215164,"Heavenly Village, S Lake Tahoe, CA",1001 Heavenly Village Way South Lake Tahoe CA,South Lake Tahoe,-119.94,38.96
5478-1134,CA 89 and US 50 - South Lake Tahoe,1064 Emerald Bay Road South Lake Tahoe CA,South Lake Tahoe,-120.0,38.91
74189-35461,Safeway - South Lake Tahoe #1824,1020 Johnson Dr. South Lake Tahoe CA,South Lake Tahoe,-119.97,38.95
5648-1811,Fair Oaks & State Street,454 North Fair Oaks Ave South Pasadena CA,South Pasadena,-118.15,34.12
74686-96297,Vons-South Pasadena #2228,1213 Fair Oaks Ave South Pasadena CA,South Pasadena,-118.15,34.11
6980-86481,"Huntington & Fremont, S. Pasadena","1318 Huntington Drive, Transit Village South Pasadena CA",South Pasadena,-118.15,34.1
10225-98587,El Camino & McLellan,"100 McLellan Dr, 1075 South San Francisco CA",South San Francisco,-122.45,37.66
9687-72943,Grand & Linden,329 Grand Avenue South San Francisco CA,South San Francisco,-122.41,37.66
79650-115165,Safeway - San Francisco #3116,2255 Gellert Blvd South San Francisco CA,South San Francisco,-122.45,37.65
5312-907,176 Gateway Blvd.,176 Gateway Blvd. South San Francisco CA,South San Francisco,-122.4,37.65
8636-93711,"Firestone & Long Beach, Southg",8924 Long Beach Blvd. Southgate CA,Southgate,-118.22,33.96
5834-22761,"Firestone & Garfield, Southgate","8620 Garfield Ave, Ste 102 Southgate CA",Southgate,-118.16,33.95
9350-95417,"Sweetwater & Jamacha, San Diego","8626 Jamacha Blvd., #100 Spring Valley CA",Spring Valley,-117.01,32.71
6793-193504,Campo & Bonita,9809 Campo Road Spring Valley CA,Spring Valley,-116.98,32.75
17211-170948,Tresidder Union - Stanford,"459 Lagunita Drive, Beach/Chapman Center Stanford CA",Stanford,-122.17,37.42
6576-15934,Beach & Chapman,11931 Beach Blvd. Stanton CA,Stanton,-117.99,33.79
5308-314,The Old Road & Stevenson Ranch Pkwy,"25900 The Old Road, Sherwood Mall Stevenson Ranch CA",Stevenson Ranch,-118.57,34.39
6550-62567,Pacific & Yokuts - Stockton,"5350 Pacific Avenue, Suite #J4 Stockton CA",Stockton,-121.32,38.0
74464-83281,Safeway-Stockton #2707,6445 N Pacific Ave Stockton CA,Stockton,-121.32,38.01
13402-107358,"March & West, Stockton",5010 West Lane Stockton CA,Stockton,-121.29,38.0
5470-1194,2535 Pacific Ave. - Stockton,"2535 Pacific Avenue, Eastland Plaza Shopping Center Stockton CA",Stockton,-121.3,37.97
10818-102498,Fremont & Wilson - Stockton,"1705 E. Fremont St., A Stockton CA",Stockton,-121.27,37.96
10183-99965,Arch Road & Hwy 99 - Stockton,"4895 S. State Hwy 99, East Frontage Road Stockton CA",Stockton,-121.22,37.91
7957-95208,Hwy 99 & Waterloo - Stockton,4426 East Waterloo Road Stockton CA,Stockton,-121.24,37.99
5319-859,Lincoln Center - Stockton,121 Lincoln Center Stockton CA,Stockton,-121.32,38.01
6795-71922,Hammer & West - Stockton,1440 East Hammer Lane Stockton CA,Stockton,-121.3,38.02
79643-114724,Safeway - Stockton #1769,2808 Country Club Dr Stockton CA,Stockton,-121.34,37.96
76158-92528,Target North Stockton T-1862,10424 Trinity Pkwy Stockton CA,Stockton,-121.37,38.05
8979-86211,March & I-5 - Stockton,"2866 W. March Lane, Stockton Cineplex Stockton CA",Stockton,-121.35,37.98
6970-87669,El Dorado & Channel - Stockton,"222 North El Dorado Street, 1 Stockton CA",Stockton,-121.29,37.95
24424-237885,Thornton & Hammer,7810 Thornton Road Stockton CA,Stockton,-121.32,38.02
29754-254253,Target - Stockton T-313,"4707 Pacific Ave, Morada Ranch Stockton CA",Stockton,-121.31,37.99
10719-99626,Morada Lane & Hwy 99 - Stockton,4103 E. Morada Lane Stockton CA,Stockton,-121.26,38.04
9287-93608,Eight Mile & I-5 - Stockton,10602 Trinity Parkway Stockton CA,Stockton,-121.37,38.05
20685-200251,I-5 & Benjamin Holt,3011 West Benjamin Holt Stockton CA,Stockton,-121.35,38.01
5447-1377,Ventura & Alcove,12824 Ventura Blvd. Studio City CA,Studio City,-118.41,34.14
74702-97967,Vons-Studio City #1674,"4033 Laurel Canyon Blvd, Studio Plaza Studio City CA",Studio City,-118.4,34.14
5734-8710,Ventura  Vineland,10965 Ventura Blvd Studio City CA,Studio City,-118.37,34.14
573-295,Ventura & Vantage,"12170 Ventura Blvd, Sunset Center Studio City CA",Studio City,-118.4,34.14
8728-73248,Sunset & Merganser - Suisun City,"193 Sunset Ave, Suite A Suisun City CA",Suisun City,-122.02,38.25
6915-197405,8241 Foothill Blvd.,"8241 Foothill Blvd., Cherry Orchard Center Sunland CA",Sunland,-118.31,34.26
5981-38499,El Camino & Mathilda,332 W. El Camino Real Sunnyvale CA,Sunnyvale,-122.04,37.37
7021-148965,Target Sunnyvale T-2584,298 W McKinley Ave Sunnyvale CA,Sunnyvale,-122.03,37.37
2885-73085,Mathilda & Maude - Sunnyvale,460 N Mathilda Avenue Sunnyvale CA,Sunnyvale,-122.03,37.39
27172-155164,Safeway-Sunnyvale #2887,762 Sunnyvale Saratoga Rd Sunnyvale CA,Sunnyvale,-122.03,37.36
539-483,El Camino & Maria,795 East El Camino Real Sunnyvale CA,Sunnyvale,-122.02,37.36
74857-73705,Safeway - Sunnyvale #1439,785 E. El Camino Real Sunnyvale CA,Sunnyvale,-122.02,37.36
5618-1888,Fremont & Mary - Sunnyvale,1291 South Mary Sunnyvale CA,Sunnyvale,-122.05,37.35
8856-95212,Mary & Washington,"201 S. Mary Avenue, Unit #1 Sunnyvale CA",Sunnyvale,-122.05,37.38
74856-73694,Safeway - Sunnyvale #1196,639 Bernardo Ave Sunnyvale CA,Sunnyvale,-122.06,37.37
13603-108434,El Camino Real & Poplar,1003 E. El Camino Real Sunnyvale CA,Sunnyvale,-122.01,37.35
25394-240832,Washington & Frances,231 West Washington Sunnyvale CA,Sunnyvale,-122.03,37.38
79730-124264,Safeway-Susanville #1218,2970 Main St Susanville CA,Susanville,-120.64,40.41
8114-95791,Main & Riverside - Susanville,2980 Main Street Susanville CA,Susanville,-120.63,40.41
25059-221464,Foothill & Hubbard,13686 Foothill Blvd Sylmar CA,Sylmar,-118.43,34.31
17123-178486,Albertsons-Taft #6382,"1044 W Kern St, The Village Walk Taft CA",Taft,-119.47,35.15
9074-139228,Ventura & Yolanda,"18700 Ventura Blvd., #120 Tarzana CA",Tarzana,-118.54,34.17
11779-106400,Ventura Blvd & Shirley,19439 Ventura Blvd Tarzana CA,Tarzana,-118.56,34.17
74625-94036,Vons-Tarzana #2066,18439 Ventura Blvd Tarzana CA,Tarzana,-118.53,34.17
29356-237360,Albertsons - Tehachapi #6347,775 Tucker Rd Tehachapi CA,Tehachapi,-118.47,35.13
8726-94570,"Tehachapi & Tucker, Tehachapi","300 S. Tucker Road, #A, Creekside Plaza Tehachapi CA",Tehachapi,-118.47,35.13
8908-95240,"Hwy 79 & Pechanga, Temecula","30571 Highway 79 S, A Temecula CA",Temecula,-117.13,33.48
14486-119046,"Winchester & Nicholas, Temecula","39848 Winchester Road, #A Temecula CA",Temecula,-117.14,33.54
10145-98467,"Promenade In Temecula, Temecula","40820 Winchester Road, 2470 Temecula CA",Temecula,-117.15,33.53
7927-95613,"Rancho California & Ynez, Temecula","29588 Rancho California Road, Promenade Temecula CA",Temecula,-117.15,33.51
28628-249965,Teavana - Promenade,"40756 Winchester Rd., #260, Meadows Village Temecula CA",Temecula,-117.16,33.53
10188-99477,Rancho California & Meadows,"31867 Rancho California Rd., 100 Temecula CA",Temecula,-117.1,33.51
73500-69560,Albertsons-Temecula #6753,31960 Hwy 79 Temecula CA,Temecula,-117.1,33.48
73560-79487,Albertsons-Temecula #6706,30530 Rancho California Rd Temecula CA,Temecula,-117.13,33.51
5695-217005,Winchester & Ynez,41195 Winchester Road Temecula CA,Temecula,-117.16,33.52
48888-245644,Ralphs Temecula #686,33145 Temecula Parkway Temecula CA,Temecula,-117.08,33.48
9902-98297,"Old Town Front & 6th, Temecula",28459 Old Town Front Street Temecula CA,Temecula,-117.15,33.5
5884-33439,"Hwy 79 & Meadows Pkwy, Temecula","32240 Highway 79 South, 109 Temecula CA",Temecula,-117.09,33.48
5949-249209,Jefferson & Overland,"27375 Jefferson Ave, Temple City Square Temecula CA",Temecula,-117.16,33.52
6746-77940,"Las Tunas & Rosemead, Temple City",5705 Rosemead Blvd Temple City CA,Temple City,-118.07,34.1
5628-197744,Lindero Canyon & Kanan Rd,688 Lindero Canyon Thousand Oaks CA,Thousand Oaks,-118.79,34.18
8746-94662,"Janss & Moorpark, Thousand Oaks","605 E. Janss Road, B Thousand Oaks CA",Thousand Oaks,-118.87,34.2
74939-99028,Vons - Thousand Oaks #1610,1790 N Moorpark Rd Thousand Oaks CA,Thousand Oaks,-118.87,34.2
74123-25647,Vons-Thousand Oaks #2092,2048 Avenida De Los Arboles Thousand Oaks CA,Thousand Oaks,-118.84,34.21
17656-175784,Thousand Oaks & Rancho,1195 East Thousand Oaks Blvd. Thousand Oaks CA,Thousand Oaks,-118.86,34.18
76897-131630,Target Thousand Oaks T-1100,2705 Teller Rd Thousand Oaks CA,Thousand Oaks,-118.93,34.19
19684-200324,The Oaks Mall,"350 West Hillcrest Drive, CL121 Thousand Oaks CA",Thousand Oaks,-118.89,34.18
22799-210125,California Lutheran University/Thou,"60 W Olsen Rd, The Oaks Thousand Oaks CA",Thousand Oaks,-118.87,34.23
28593-249827,Teavana - The Oaks,224 W. HILLCREST DRIVE THOUSAND OAKS CA,THOUSAND OAKS,-118.89,34.18
5445-863,Westlake & Thousand Oaks,"111 S. Westlake Blvd., #B-4 Thousand Oaks CA",Thousand Oaks,-118.82,34.16
5492-1614,Avenida de Los Arboles & Erbes Rd,"2072 E Avenida De Los Arboles, Suite C Thousand Oaks CA",Thousand Oaks,-118.84,34.21
8785-238824,Hillcrest & Ventu Park,540 North Ventu Park Rd Thousand Oaks CA,Thousand Oaks,-118.91,34.19
5830-159944,Wendy & Grande Vista,"975 Broadbeck Dr., Newbury Park Gateway Thousand Oaks CA",Thousand Oaks,-118.94,34.19
9790-98069,"Newbury & Kelly, Newbury Park","1940 Newbury Road, 500 Thousand Oaks CA",Thousand Oaks,-118.92,34.18
5219-423,Moorpark & Hillcrest,"33 N. Moorpark Road, Suite 'E', North Torrance Shopping Center Thousand Oaks CA",Thousand Oaks,-118.88,34.18
5720-5663,190th & Anza,5050 190th Street Torrance CA,Torrance,-118.37,33.86
5651-1915,190th & Normandie,"1450 190th Street, Suite F Torrance CA",Torrance,-118.3,33.86
5246-316,Pacific Plaza (PCH/Calle Mayor),5005 Pacific Coast Highway Torrance CA,Torrance,-118.37,33.81
75867-86520,Marriott Torrance,3635 Fashion Way Torrance CA,Torrance,-118.35,33.84
524-468,Torrance Crossroads,"24427 Crenshaw, Suite F, Triangle Center Torrance CA",Torrance,-118.33,33.8
6687-69960,"Artesia & Prairie, Torrance",3931 W. Artesia Blvd. Torrance CA,Torrance,-118.34,33.87
74511-25707,Vons-Torrance #3517,"24325 Crenshaw Blvd., Torrance Gateway Torrance CA",Torrance,-118.33,33.8
6856-82370,"Carson & Normandie, Torrance",1171 W. Carson Street Torrance CA,Torrance,-118.3,33.83
656-219067,Del Amo FashCtr-Level 2/Macys Court,"21713 Carson St., VC11 Torrance CA",Torrance,-118.35,33.83
5714-7927,Torrance & Hawthorne,"21209-A Hawthorne Blvd, Unit 107-42, Del Amo Fashion Center Torrance CA",Torrance,-118.36,33.84
28238-250164,Teavana - Del Amo Fashion Center,"3525 W. Carson St., Rm. 229A Torrance CA",Torrance,-118.35,33.83
6802-81661,"Sepulveda & Anza, Torrance","4437 Sepulveda Bl., Torrance Star Plaza Torrance CA",Torrance,-118.36,33.83
6656-71400,"Crenshaw & Sepulveda, Torrance","2370 Crenshaw Blvd, Suite A Torrance CA",Torrance,-118.33,33.82
5551-1764,Pacific Coast Hwy. & Hawthorne,"3737 Pacific Coast Highway, Del Amo Shopping Center Torrance CA",Torrance,-118.35,33.81
10819-102571,Del Amo Fashion Center,"3525 Carson Street, Suite 78, Westgate Shopping Center Torrance CA",Torrance,-118.35,33.83
5859-27698,"Hawthorne & Artesia, Torrance",17400 Hawthorne Boulevard Torrance CA,Torrance,-118.35,33.87
29628-254251,Target Torrance T-0200,"3433 Sepulveda Blvd, Rolling Hills Plaza Torrance CA",Torrance,-118.35,33.83
6849-79123,"Crenshaw & Airport, Torrance","25348 Crenshaw Blvd., Corral Hollow Shopping Center Torrance CA",Torrance,-118.33,33.79
